senator,official_user_name,alt_user_name,tweets_in_last_seven_days,trumpcare_tweets,tct_percentage,russia_tweets,rt_percentage,tct_to_rt_ratio,trumpcare_tweet_urls,russia_tweet_urls
Pramila Jayapal,RepJayapal,"",188,42,22.34,14,7.45,3.0,"[""https://twitter.com/RepJayapal/status/876143696785227776"", ""https://twitter.com/RepJayapal/status/875759810578231300"", ""https://twitter.com/RepJayapal/status/875743646569553923"", ""https://twitter.com/RepJayapal/status/875535688539791360"", ""https://twitter.com/RepJayapal/status/875448407128629250"", ""https://twitter.com/RepJayapal/status/875448020002787329"", ""https://twitter.com/RepJayapal/status/875437962875490304"", ""https://twitter.com/RepJayapal/status/875436048280567808"", ""https://twitter.com/RepJayapal/status/875395531232518144"", ""https://twitter.com/RepJayapal/status/875391270637547520"", ""https://twitter.com/RepJayapal/status/875388374227472385"", ""https://twitter.com/RepJayapal/status/875388144379502593"", ""https://twitter.com/RepJayapal/status/875387238686662656"", ""https://twitter.com/RepJayapal/status/875386731763302400"", ""https://twitter.com/RepJayapal/status/875385608272834560"", ""https://twitter.com/RepJayapal/status/875153503999733761"", ""https://twitter.com/RepJayapal/status/875153488988262401"", ""https://twitter.com/RepJayapal/status/874796892164571136"", ""https://twitter.com/RepJayapal/status/874728711320416257"", ""https://twitter.com/RepJayapal/status/874724886828257281"", ""https://twitter.com/RepJayapal/status/874720122476384259"", ""https://twitter.com/RepJayapal/status/874713449447784448"", ""https://twitter.com/RepJayapal/status/874712358215716864"", ""https://twitter.com/RepJayapal/status/874690350631321600"", ""https://twitter.com/RepJayapal/status/874687220971577344"", ""https://twitter.com/RepJayapal/status/874682753865760768"", ""https://twitter.com/RepJayapal/status/874677542984306693"", ""https://twitter.com/RepJayapal/status/874675800150331392"", ""https://twitter.com/RepJayapal/status/874658001730260992"", ""https://twitter.com/RepJayapal/status/874639943083204609"", ""https://twitter.com/RepJayapal/status/874639913945358336"", ""https://twitter.com/RepJayapal/status/874639883909902337"", ""https://twitter.com/RepJayapal/status/874639860581138432"", ""https://twitter.com/RepJayapal/status/874639839513260034"", ""https://twitter.com/RepJayapal/status/874327917475504129"", ""https://twitter.com/RepJayapal/status/874327458241064961"", ""https://twitter.com/RepJayapal/status/874033072953372672"", ""https://twitter.com/RepJayapal/status/873951455647907840"", ""https://twitter.com/RepJayapal/status/873412251386081280"", ""https://twitter.com/RepJayapal/status/873411519274512384"", ""https://twitter.com/RepJayapal/status/873411416052682752"", ""https://twitter.com/RepJayapal/status/873409503861059585""]","[""https://twitter.com/RepJayapal/status/875768779975704576"", ""https://twitter.com/RepJayapal/status/874796892164571136"", ""https://twitter.com/RepJayapal/status/874744736044777474"", ""https://twitter.com/RepJayapal/status/874742354443288576"", ""https://twitter.com/RepJayapal/status/874741124790747136"", ""https://twitter.com/RepJayapal/status/874698485961867265"", ""https://twitter.com/RepJayapal/status/874672317980303363"", ""https://twitter.com/RepJayapal/status/874640130119782400"", ""https://twitter.com/RepJayapal/status/874426607766708224"", ""https://twitter.com/RepJayapal/status/873939268149825537"", ""https://twitter.com/RepJayapal/status/873939223698481152"", ""https://twitter.com/RepJayapal/status/873939211891625984"", ""https://twitter.com/RepJayapal/status/873938973747326976"", ""https://twitter.com/RepJayapal/status/873558394099048450""]"
Marcy Kaptur,RepMarcyKaptur,"",21,3,14.29,1,4.76,3.0,"[""https://twitter.com/RepMarcyKaptur/status/875692046358597633"", ""https://twitter.com/RepMarcyKaptur/status/875394367778848769"", ""https://twitter.com/RepMarcyKaptur/status/874365625359114241""]","[""https://twitter.com/RepMarcyKaptur/status/875378959474675712""]"
Ron Kind,RepRonKind,"",3,0,0.0,0,0.0,0.0,[],[]
William R. Keating,USRepKeating,"",3,0,0.0,1,33.33,0.0,[],"[""https://twitter.com/USRepKeating/status/873525776339132416""]"
Joseph P. Kennedy III,RepJoeKennedy,"",13,1,7.69,3,23.08,0.3333,"[""https://twitter.com/RepJoeKennedy/status/874738256654553090""]","[""https://twitter.com/RepJoeKennedy/status/875418577276424192"", ""https://twitter.com/RepJoeKennedy/status/875391128358580224"", ""https://twitter.com/RepJoeKennedy/status/875353654483714049""]"
Daniel T. Kildee,RepDanKildee,"",40,3,7.5,1,2.5,3.0,"[""https://twitter.com/RepDanKildee/status/874687847546200065"", ""https://twitter.com/RepDanKildee/status/874389604505440261"", ""https://twitter.com/RepDanKildee/status/874378602606985227""]","[""https://twitter.com/RepDanKildee/status/874273157607194626""]"
Derek Kilmer,RepDerekKilmer,"",6,1,16.67,0,0.0,0.0,"[""https://twitter.com/RepDerekKilmer/status/875156606090186752""]",[]
Ann M. Kuster,RepAnnieKuster,"",29,3,10.34,1,3.45,3.0,"[""https://twitter.com/RepAnnieKuster/status/875421315628503040"", ""https://twitter.com/RepAnnieKuster/status/875408711069642752"", ""https://twitter.com/RepAnnieKuster/status/874669322865651714""]","[""https://twitter.com/RepAnnieKuster/status/874620620625113088""]"
Robin L. Kelly,RepRobinKelly,"",18,4,22.22,0,0.0,0.0,"[""https://twitter.com/RepRobinKelly/status/875750242880290818"", ""https://twitter.com/RepRobinKelly/status/875443391680487424"", ""https://twitter.com/RepRobinKelly/status/875422999935156230"", ""https://twitter.com/RepRobinKelly/status/875362177590464512""]",[]
Ro Khanna,RepRoKhanna,"",42,5,11.9,0,0.0,0.0,"[""https://twitter.com/RepRoKhanna/status/875734715348602880"", ""https://twitter.com/RepRoKhanna/status/875387541461098496"", ""https://twitter.com/RepRoKhanna/status/874720532377239553"", ""https://twitter.com/RepRoKhanna/status/874663911475355648"", ""https://twitter.com/RepRoKhanna/status/873636638244585473""]",[]
Ruben J. Kihuen,RepKihuen,"",63,14,22.22,1,1.59,14.0,"[""https://twitter.com/RepKihuen/status/876145822370541570"", ""https://twitter.com/RepKihuen/status/876129674409070592"", ""https://twitter.com/RepKihuen/status/875724011149426688"", ""https://twitter.com/RepKihuen/status/875494860198948865"", ""https://twitter.com/RepKihuen/status/875489372333891586"", ""https://twitter.com/RepKihuen/status/875448166698582016"", ""https://twitter.com/RepKihuen/status/875441558375604225"", ""https://twitter.com/RepKihuen/status/875440061218729985"", ""https://twitter.com/RepKihuen/status/875422503421833217"", ""https://twitter.com/RepKihuen/status/874811554528710656"", ""https://twitter.com/RepKihuen/status/874739908669304834"", ""https://twitter.com/RepKihuen/status/874655065054818308"", ""https://twitter.com/RepKihuen/status/874630395165331457"", ""https://twitter.com/RepKihuen/status/874630346888941568""]","[""https://twitter.com/RepKihuen/status/874811554528710656""]"
Raja Krishnamoorthi,congressmanraja,"",30,6,20.0,6,20.0,1.0,"[""https://twitter.com/CongressmanRaja/status/875473113521287168"", ""https://twitter.com/CongressmanRaja/status/875450826952552449"", ""https://twitter.com/CongressmanRaja/status/875041141913251842"", ""https://twitter.com/CongressmanRaja/status/874743903194427394"", ""https://twitter.com/CongressmanRaja/status/874237138069598209"", ""https://twitter.com/CongressmanRaja/status/873719254188785664""]","[""https://twitter.com/CongressmanRaja/status/875705313898500096"", ""https://twitter.com/CongressmanRaja/status/874789114406633473"", ""https://twitter.com/CongressmanRaja/status/874727865899778048"", ""https://twitter.com/CongressmanRaja/status/874725046610259969"", ""https://twitter.com/CongressmanRaja/status/874656528925696002"", ""https://twitter.com/CongressmanRaja/status/874605994235633664""]"
Sander M. Levin,RepSandyLevin,"",16,5,31.25,0,0.0,0.0,"[""https://twitter.com/repsandylevin/status/876095051247616000"", ""https://twitter.com/repsandylevin/status/874689623863242753"", ""https://twitter.com/repsandylevin/status/874668889719943168"", ""https://twitter.com/repsandylevin/status/874300941977219072"", ""https://twitter.com/repsandylevin/status/874250626590539776""]",[]
John Lewis,RepJohnLewis,"",0,0,0.0,0,0.0,0.0,[],[]
Zoe Lofgren,RepZoeLofgren,"",10,4,40.0,0,0.0,0.0,"[""https://twitter.com/RepZoeLofgren/status/875782267448303618"", ""https://twitter.com/RepZoeLofgren/status/875777854251945984"", ""https://twitter.com/RepZoeLofgren/status/874699246381002752"", ""https://twitter.com/RepZoeLofgren/status/874637815606390784""]",[]
Nita M. Lowey,NitaLowey,"",4,0,0.0,0,0.0,0.0,[],[]
Barbara Lee,RepBarbaraLee,"",21,1,4.76,1,4.76,1.0,"[""https://twitter.com/RepBarbaraLee/status/874472999855955968""]","[""https://twitter.com/RepBarbaraLee/status/875782420582281217""]"
John B. Larson,RepJohnLarson,"",13,0,0.0,0,0.0,0.0,[],[]
James R. Langevin,JimLangevin,"",36,2,5.56,0,0.0,0.0,"[""https://twitter.com/JimLangevin/status/875447345755717632"", ""https://twitter.com/JimLangevin/status/874363177248608256""]",[]
Rick Larsen,RepRickLarsen,"",21,1,4.76,0,0.0,0.0,"[""https://twitter.com/RepRickLarsen/status/874275134210809856""]",[]
Stephen F. Lynch,RepStephenLynch,"",21,7,33.33,0,0.0,0.0,"[""https://twitter.com/RepStephenLynch/status/875906031666311168"", ""https://twitter.com/RepStephenLynch/status/875905634759311361"", ""https://twitter.com/RepStephenLynch/status/875905382597763074"", ""https://twitter.com/RepStephenLynch/status/875871627027906560"", ""https://twitter.com/RepStephenLynch/status/875871546530779136"", ""https://twitter.com/RepStephenLynch/status/875353460186677248"", ""https://twitter.com/RepStephenLynch/status/874678524891758592""]",[]
Daniel Lipinski,RepLipinski,"",10,1,10.0,0,0.0,0.0,"[""https://twitter.com/RepLipinski/status/875386703263019012""]",[]
David Loebsack,DaveLoebsack,"",3,0,0.0,0,0.0,0.0,[],[]
Ben Ray Luján,RepBenRayLujan,"",9,0,0.0,1,11.11,0.0,[],"[""https://twitter.com/repbenraylujan/status/874757408341585922""]"
Alan S. Lowenthal,RepLowenthal,"",1,0,0.0,0,0.0,0.0,[],[]
Michelle Lujan Grisham,RepLujanGrisham,"",31,5,16.13,0,0.0,0.0,"[""https://twitter.com/RepLujanGrisham/status/875765369134338048"", ""https://twitter.com/RepLujanGrisham/status/875415337935785985"", ""https://twitter.com/RepLujanGrisham/status/875415274111029248"", ""https://twitter.com/RepLujanGrisham/status/874701675566682112"", ""https://twitter.com/RepLujanGrisham/status/874273439602946048""]",[]
Brenda L. Lawrence,RepLawrence,"",15,0,0.0,0,0.0,0.0,[],[]
Ted Lieu,RepTedLieu,"",33,7,21.21,9,27.27,0.7778,"[""https://twitter.com/RepTedLieu/status/876187743616991232"", ""https://twitter.com/RepTedLieu/status/876187729494671360"", ""https://twitter.com/RepTedLieu/status/875436681146515456"", ""https://twitter.com/RepTedLieu/status/875436619955789824"", ""https://twitter.com/RepTedLieu/status/874737999472361472"", ""https://twitter.com/RepTedLieu/status/874725868228280320"", ""https://twitter.com/RepTedLieu/status/874692974579470339""]","[""https://twitter.com/RepTedLieu/status/876187743616991232"", ""https://twitter.com/RepTedLieu/status/875883681348497411"", ""https://twitter.com/RepTedLieu/status/875443417026875392"", ""https://twitter.com/RepTedLieu/status/875439548913864704"", ""https://twitter.com/RepTedLieu/status/874281230090502144"", ""https://twitter.com/RepTedLieu/status/874269304161751041"", ""https://twitter.com/RepTedLieu/status/873932849765863425"", ""https://twitter.com/RepTedLieu/status/873932837212258304"", ""https://twitter.com/RepTedLieu/status/873767393826308096""]"
"Al Lawson, Jr.",RepAlLawsonJr,"",9,2,22.22,0,0.0,0.0,"[""https://twitter.com/RepAlLawsonJr/status/875437441661845504"", ""https://twitter.com/RepAlLawsonJr/status/875035708276310016""]",[]
Carolyn B. Maloney,RepMaloney,"",32,7,21.88,0,0.0,0.0,"[""https://twitter.com/RepMaloney/status/875458366059020289"", ""https://twitter.com/RepMaloney/status/875458351504609280"", ""https://twitter.com/RepMaloney/status/875444301701971968"", ""https://twitter.com/RepMaloney/status/875412198612488192"", ""https://twitter.com/RepMaloney/status/875081741198929921"", ""https://twitter.com/RepMaloney/status/874704176625971200"", ""https://twitter.com/RepMaloney/status/874332976930201605""]",[]
James P. McGovern,RepMcGovern,"",27,2,7.41,1,3.7,2.0,"[""https://twitter.com/RepMcGovern/status/874987975062454273"", ""https://twitter.com/RepMcGovern/status/874631511877844992""]","[""https://twitter.com/RepMcGovern/status/875714402779107328""]"
Gregory W. Meeks,GregoryMeeks,"",24,4,16.67,0,0.0,0.0,"[""https://twitter.com/GregoryMeeks/status/874766949779165184"", ""https://twitter.com/GregoryMeeks/status/874720696462692353"", ""https://twitter.com/GregoryMeeks/status/873631028824465408"", ""https://twitter.com/GregoryMeeks/status/873630222662414336""]",[]
Betty McCollum,BettyMcCollum04,"",54,6,11.11,0,0.0,0.0,"[""https://twitter.com/BettyMcCollum04/status/876092082254827520"", ""https://twitter.com/BettyMcCollum04/status/875726219588882432"", ""https://twitter.com/BettyMcCollum04/status/875405299695439872"", ""https://twitter.com/BettyMcCollum04/status/875371440928940032"", ""https://twitter.com/BettyMcCollum04/status/874737829661880321"", ""https://twitter.com/BettyMcCollum04/status/874243243239723008""]",[]
Gwen Moore,RepGwenMoore,"",13,2,15.38,0,0.0,0.0,"[""https://twitter.com/RepGwenMoore/status/874664619922644992"", ""https://twitter.com/RepGwenMoore/status/874279707268837376""]",[]
Doris O. Matsui,DorisMatsui,"",9,2,22.22,0,0.0,0.0,"[""https://twitter.com/DorisMatsui/status/875398365151981569"", ""https://twitter.com/DorisMatsui/status/874260916212256769""]",[]
Jerry McNerney,RepMcNerney,"",4,1,25.0,0,0.0,0.0,"[""https://twitter.com/RepMcNerney/status/873588998756806657""]",[]
Sean Patrick Maloney,RepSeanMaloney,"",44,3,6.82,2,4.55,1.5,"[""https://twitter.com/RepSeanMaloney/status/876114719286976512"", ""https://twitter.com/RepSeanMaloney/status/875767439606337536"", ""https://twitter.com/RepSeanMaloney/status/874298123438481408""]","[""https://twitter.com/RepSeanMaloney/status/874778418415493121"", ""https://twitter.com/RepSeanMaloney/status/874297402173394946""]"
Grace Meng,RepGraceMeng,"",9,0,0.0,0,0.0,0.0,[],[]
