senator,official_user_name,alt_user_name,tweets_in_last_seven_days,trumpcare_tweets,tct_percentage,russia_tweets,rt_percentage,tct_to_rt_ratio,trumpcare_tweet_urls,russia_tweet_urls
Edward J. Markey,SenMarkey,EdMarkey,90,58,64.44,0,0.0,0.0,"[""https://twitter.com/SenMarkey/status/877937941527515136"", ""https://twitter.com/SenMarkey/status/877920934912561153"", ""https://twitter.com/SenMarkey/status/877920884110929920"", ""https://twitter.com/SenMarkey/status/877877167824052227"", ""https://twitter.com/SenMarkey/status/877550655895998466"", ""https://twitter.com/SenMarkey/status/877547564727504896"", ""https://twitter.com/SenMarkey/status/877547363472207872"", ""https://twitter.com/SenMarkey/status/877546539476021248"", ""https://twitter.com/SenMarkey/status/877530805005844480"", ""https://twitter.com/SenMarkey/status/877522993957793793"", ""https://twitter.com/SenMarkey/status/877521051982454784"", ""https://twitter.com/SenMarkey/status/877520389152362496"", ""https://twitter.com/SenMarkey/status/877517512816160769"", ""https://twitter.com/SenMarkey/status/877517389985918976"", ""https://twitter.com/SenMarkey/status/877510915708649473"", ""https://twitter.com/SenMarkey/status/877303803284000768"", ""https://twitter.com/SenMarkey/status/877291057104523265"", ""https://twitter.com/SenMarkey/status/877283672432443392"", ""https://twitter.com/SenMarkey/status/877213826747334656"", ""https://twitter.com/SenMarkey/status/876967847372754945"", ""https://twitter.com/SenMarkey/status/876956163866341376"", ""https://twitter.com/SenMarkey/status/876954014415331328"", ""https://twitter.com/SenMarkey/status/876953869833711620"", ""https://twitter.com/SenMarkey/status/876949933508702209"", ""https://twitter.com/SenMarkey/status/876949349107892224"", ""https://twitter.com/SenMarkey/status/876948460808916992"", ""https://twitter.com/SenMarkey/status/876947914400161792"", ""https://twitter.com/SenMarkey/status/876946851320270848"", ""https://twitter.com/SenMarkey/status/876945735568240644"", ""https://twitter.com/SenMarkey/status/876945108020670465"", ""https://twitter.com/SenMarkey/status/876944732575997952"", ""https://twitter.com/SenMarkey/status/876944340584726529"", ""https://twitter.com/SenMarkey/status/876944220703117312"", ""https://twitter.com/SenMarkey/status/876943735174684672"", ""https://twitter.com/SenMarkey/status/876934381176320000"", ""https://twitter.com/SenMarkey/status/876928523784646656"", ""https://twitter.com/SenMarkey/status/876924320932438016"", ""https://twitter.com/SenMarkey/status/876924320198668288"", ""https://twitter.com/SenMarkey/status/876922547555717121"", ""https://twitter.com/SenMarkey/status/876844218479767553"", ""https://twitter.com/SenMarkey/status/876843716874563584"", ""https://twitter.com/SenMarkey/status/875825093779353602"", ""https://twitter.com/SenMarkey/status/875823373145829377"", ""https://twitter.com/SenMarkey/status/875822678690627585"", ""https://twitter.com/SenMarkey/status/875822119917150209"", ""https://twitter.com/SenMarkey/status/875794652322041857"", ""https://twitter.com/SenMarkey/status/875794135055294464"", ""https://twitter.com/SenMarkey/status/875791236677996544"", ""https://twitter.com/SenMarkey/status/875754091129057280"", ""https://twitter.com/SenMarkey/status/875731422690070528"", ""https://twitter.com/SenMarkey/status/875729646515621888"", ""https://twitter.com/SenMarkey/status/875462132954939392"", ""https://twitter.com/SenMarkey/status/875374242086387716"", ""https://twitter.com/SenMarkey/status/875373969918091264"", ""https://twitter.com/SenMarkey/status/875372573273587713"", ""https://twitter.com/SenMarkey/status/875370330898001920"", ""https://twitter.com/SenMarkey/status/875367067817562112"", ""https://twitter.com/EdMarkey/status/877520743269007361""]",[]
Robert Menendez,SenatorMenendez,Menendez4NJ,53,35,66.04,0,0.0,0.0,"[""https://twitter.com/SenatorMenendez/status/877967569981931522"", ""https://twitter.com/SenatorMenendez/status/877948499790135296"", ""https://twitter.com/SenatorMenendez/status/877901993783681024"", ""https://twitter.com/SenatorMenendez/status/877892376437690369"", ""https://twitter.com/SenatorMenendez/status/877890534647275520"", ""https://twitter.com/SenatorMenendez/status/877607718684549120"", ""https://twitter.com/SenatorMenendez/status/877599950674083840"", ""https://twitter.com/SenatorMenendez/status/877572257672986624"", ""https://twitter.com/SenatorMenendez/status/877562320620318720"", ""https://twitter.com/SenatorMenendez/status/877529329453981696"", ""https://twitter.com/SenatorMenendez/status/877286456447950849"", ""https://twitter.com/SenatorMenendez/status/877278229299646464"", ""https://twitter.com/SenatorMenendez/status/877275001854054400"", ""https://twitter.com/SenatorMenendez/status/877264184806920194"", ""https://twitter.com/SenatorMenendez/status/877231825176981504"", ""https://twitter.com/SenatorMenendez/status/877202181371420673"", ""https://twitter.com/SenatorMenendez/status/877161354863529984"", ""https://twitter.com/SenatorMenendez/status/876928114403704832"", ""https://twitter.com/SenatorMenendez/status/876915993997529089"", ""https://twitter.com/SenatorMenendez/status/876907714336636928"", ""https://twitter.com/SenatorMenendez/status/876889686999957504"", ""https://twitter.com/SenatorMenendez/status/876882074946469889"", ""https://twitter.com/SenatorMenendez/status/876876291101904896"", ""https://twitter.com/SenatorMenendez/status/876852517036060676"", ""https://twitter.com/SenatorMenendez/status/876845940723920897"", ""https://twitter.com/SenatorMenendez/status/876844100871491585"", ""https://twitter.com/SenatorMenendez/status/875731177813966851"", ""https://twitter.com/SenatorMenendez/status/875458479074529282"", ""https://twitter.com/SenatorMenendez/status/875450169822769152"", ""https://twitter.com/SenatorMenendez/status/875450125493186561"", ""https://twitter.com/SenatorMenendez/status/875419190857003008"", ""https://twitter.com/SenatorMenendez/status/875415033957756928"", ""https://twitter.com/SenatorMenendez/status/875412071567032321"", ""https://twitter.com/SenatorMenendez/status/875408666031214593"", ""https://twitter.com/SenatorMenendez/status/875408233783021568""]",[]
Patty Murray,PattyMurray,MurrayCampaign,84,76,90.48,0,0.0,0.0,"[""https://twitter.com/PattyMurray/status/877947809948979201"", ""https://twitter.com/PattyMurray/status/877936743315628035"", ""https://twitter.com/PattyMurray/status/877933653103345664"", ""https://twitter.com/PattyMurray/status/877932357067698177"", ""https://twitter.com/PattyMurray/status/877931392297975808"", ""https://twitter.com/PattyMurray/status/877931049057222657"", ""https://twitter.com/PattyMurray/status/877930655769931776"", ""https://twitter.com/PattyMurray/status/877918587180154884"", ""https://twitter.com/PattyMurray/status/877912902765883393"", ""https://twitter.com/PattyMurray/status/877912123552051200"", ""https://twitter.com/PattyMurray/status/877911730986168320"", ""https://twitter.com/PattyMurray/status/877911492712169472"", ""https://twitter.com/PattyMurray/status/877911410252107776"", ""https://twitter.com/PattyMurray/status/877910360069730306"", ""https://twitter.com/PattyMurray/status/877908100916928512"", ""https://twitter.com/PattyMurray/status/877906898980188162"", ""https://twitter.com/PattyMurray/status/877879645642698752"", ""https://twitter.com/PattyMurray/status/877699914251239426"", ""https://twitter.com/PattyMurray/status/877674683008790528"", ""https://twitter.com/PattyMurray/status/877653776630374401"", ""https://twitter.com/PattyMurray/status/877653152543145985"", ""https://twitter.com/PattyMurray/status/877651634230366208"", ""https://twitter.com/PattyMurray/status/877649752355201024"", ""https://twitter.com/PattyMurray/status/877649059741302785"", ""https://twitter.com/PattyMurray/status/877648273325961216"", ""https://twitter.com/PattyMurray/status/877647929808486401"", ""https://twitter.com/PattyMurray/status/877645142869643266"", ""https://twitter.com/PattyMurray/status/877639140958851072"", ""https://twitter.com/PattyMurray/status/877627598649610240"", ""https://twitter.com/PattyMurray/status/877606308500746241"", ""https://twitter.com/PattyMurray/status/877597231439765504"", ""https://twitter.com/PattyMurray/status/877596946516627457"", ""https://twitter.com/PattyMurray/status/877593901909102596"", ""https://twitter.com/PattyMurray/status/877579590818045952"", ""https://twitter.com/PattyMurray/status/877554315279441920"", ""https://twitter.com/PattyMurray/status/877548886210088961"", ""https://twitter.com/PattyMurray/status/877544338611482625"", ""https://twitter.com/PattyMurray/status/877531761512771584"", ""https://twitter.com/PattyMurray/status/877334001618374657"", ""https://twitter.com/PattyMurray/status/877330226342092800"", ""https://twitter.com/PattyMurray/status/877296169776533504"", ""https://twitter.com/PattyMurray/status/877285180058116096"", ""https://twitter.com/PattyMurray/status/877277979495342081"", ""https://twitter.com/PattyMurray/status/877252451589664769"", ""https://twitter.com/PattyMurray/status/877251022908993538"", ""https://twitter.com/PattyMurray/status/877235334295285761"", ""https://twitter.com/PattyMurray/status/877206917092913153"", ""https://twitter.com/PattyMurray/status/877204190229139456"", ""https://twitter.com/PattyMurray/status/877174703097622528"", ""https://twitter.com/PattyMurray/status/877168691024211968"", ""https://twitter.com/PattyMurray/status/876993970982854656"", ""https://twitter.com/PattyMurray/status/876993810374549504"", ""https://twitter.com/PattyMurray/status/876982942689619968"", ""https://twitter.com/PattyMurray/status/876974131274764288"", ""https://twitter.com/PattyMurray/status/876970357516886016"", ""https://twitter.com/PattyMurray/status/876967843627057152"", ""https://twitter.com/PattyMurray/status/876961805695844352"", ""https://twitter.com/PattyMurray/status/876959030664601600"", ""https://twitter.com/PattyMurray/status/876955255467941890"", ""https://twitter.com/PattyMurray/status/876952235267293184"", ""https://twitter.com/PattyMurray/status/876951092839534592"", ""https://twitter.com/PattyMurray/status/876950703939493888"", ""https://twitter.com/PattyMurray/status/876950058234765312"", ""https://twitter.com/PattyMurray/status/876938253202583552"", ""https://twitter.com/PattyMurray/status/876856039576141824"", ""https://twitter.com/PattyMurray/status/876839419856211973"", ""https://twitter.com/PattyMurray/status/876824886446088192"", ""https://twitter.com/PattyMurray/status/875767435026157569"", ""https://twitter.com/PattyMurray/status/875766472647356416"", ""https://twitter.com/PattyMurray/status/875430491893223424"", ""https://twitter.com/PattyMurray/status/875429650188685314"", ""https://twitter.com/PattyMurray/status/875429218951331840"", ""https://twitter.com/PattyMurray/status/875428387875164160"", ""https://twitter.com/PattyMurray/status/875425820126433281"", ""https://twitter.com/PattyMurray/status/875409782890475520"", ""https://twitter.com/PattyMurray/status/875398112734572545""]",[]
Christopher Murphy,senmurphyoffice,ChrisMurphyCT,82,41,50.0,1,1.22,41.0,"[""https://twitter.com/SenMurphyOffice/status/877931199238426625"", ""https://twitter.com/SenMurphyOffice/status/875396693751205890"", ""https://twitter.com/ChrisMurphyCT/status/877972795866533888"", ""https://twitter.com/ChrisMurphyCT/status/877949165220667392"", ""https://twitter.com/ChrisMurphyCT/status/877943770855030784"", ""https://twitter.com/ChrisMurphyCT/status/877937035687993344"", ""https://twitter.com/ChrisMurphyCT/status/877936960290959360"", ""https://twitter.com/ChrisMurphyCT/status/877919086759497728"", ""https://twitter.com/ChrisMurphyCT/status/877917057689542656"", ""https://twitter.com/ChrisMurphyCT/status/877916435993034753"", ""https://twitter.com/ChrisMurphyCT/status/877897661847928832"", ""https://twitter.com/ChrisMurphyCT/status/877896901626023936"", ""https://twitter.com/ChrisMurphyCT/status/877882217246183424"", ""https://twitter.com/ChrisMurphyCT/status/877643666009010177"", ""https://twitter.com/ChrisMurphyCT/status/877641868493938688"", ""https://twitter.com/ChrisMurphyCT/status/877610360668278784"", ""https://twitter.com/ChrisMurphyCT/status/877610071856996354"", ""https://twitter.com/ChrisMurphyCT/status/877548183756447744"", ""https://twitter.com/ChrisMurphyCT/status/877502379922477057"", ""https://twitter.com/ChrisMurphyCT/status/877502117354889216"", ""https://twitter.com/ChrisMurphyCT/status/877482479812202497"", ""https://twitter.com/ChrisMurphyCT/status/877311353672921089"", ""https://twitter.com/ChrisMurphyCT/status/877286877883236352"", ""https://twitter.com/ChrisMurphyCT/status/877214231678078979"", ""https://twitter.com/ChrisMurphyCT/status/877208686325882882"", ""https://twitter.com/ChrisMurphyCT/status/877206608698384387"", ""https://twitter.com/ChrisMurphyCT/status/877192892556750848"", ""https://twitter.com/ChrisMurphyCT/status/877192864601657348"", ""https://twitter.com/ChrisMurphyCT/status/877192661236666369"", ""https://twitter.com/ChrisMurphyCT/status/877191338432876545"", ""https://twitter.com/ChrisMurphyCT/status/877190488050323457"", ""https://twitter.com/ChrisMurphyCT/status/877172190524956672"", ""https://twitter.com/ChrisMurphyCT/status/877002195920711681"", ""https://twitter.com/ChrisMurphyCT/status/876978900777259008"", ""https://twitter.com/ChrisMurphyCT/status/876910969439571968"", ""https://twitter.com/ChrisMurphyCT/status/876905981090967553"", ""https://twitter.com/ChrisMurphyCT/status/876879427610832896"", ""https://twitter.com/ChrisMurphyCT/status/876825390668554240"", ""https://twitter.com/ChrisMurphyCT/status/876102388444262401"", ""https://twitter.com/ChrisMurphyCT/status/875446301042900992"", ""https://twitter.com/ChrisMurphyCT/status/875374237330149378""]","[""https://twitter.com/ChrisMurphyCT/status/876807096213401600""]"
Claire McCaskill,McCaskillOffice,clairecmc,35,14,40.0,0,0.0,0.0,"[""https://twitter.com/McCaskillOffice/status/877963673804849152"", ""https://twitter.com/McCaskillOffice/status/877899436143280129"", ""https://twitter.com/McCaskillOffice/status/877642631941152768"", ""https://twitter.com/McCaskillOffice/status/877616394141028352"", ""https://twitter.com/McCaskillOffice/status/877589718661087232"", ""https://twitter.com/McCaskillOffice/status/877316599862239232"", ""https://twitter.com/McCaskillOffice/status/877303548379365376"", ""https://twitter.com/McCaskillOffice/status/875815997931966464"", ""https://twitter.com/McCaskillOffice/status/875374216559943681"", ""https://twitter.com/clairecmc/status/877941718124908544"", ""https://twitter.com/clairecmc/status/877899532708622337"", ""https://twitter.com/clairecmc/status/877219358983979008"", ""https://twitter.com/clairecmc/status/875810323663659009"", ""https://twitter.com/clairecmc/status/875375649199984643""]",[]
Jeff Merkley,SenJeffMerkley,"",114,75,65.79,0,0.0,0.0,"[""https://twitter.com/SenJeffMerkley/status/877969424317161472"", ""https://twitter.com/SenJeffMerkley/status/877955563782623232"", ""https://twitter.com/SenJeffMerkley/status/877932305280585728"", ""https://twitter.com/SenJeffMerkley/status/877930729912520706"", ""https://twitter.com/SenJeffMerkley/status/877920246731952129"", ""https://twitter.com/SenJeffMerkley/status/877919392763228160"", ""https://twitter.com/SenJeffMerkley/status/877918066520227840"", ""https://twitter.com/SenJeffMerkley/status/877917670997471232"", ""https://twitter.com/SenJeffMerkley/status/877917296982867969"", ""https://twitter.com/SenJeffMerkley/status/877916911924727808"", ""https://twitter.com/SenJeffMerkley/status/877916617727815681"", ""https://twitter.com/SenJeffMerkley/status/877904336310988800"", ""https://twitter.com/SenJeffMerkley/status/877685243305754625"", ""https://twitter.com/SenJeffMerkley/status/877664924872437760"", ""https://twitter.com/SenJeffMerkley/status/877583786480979981"", ""https://twitter.com/SenJeffMerkley/status/877582084797329408"", ""https://twitter.com/SenJeffMerkley/status/877575621764886529"", ""https://twitter.com/SenJeffMerkley/status/877575557906657280"", ""https://twitter.com/SenJeffMerkley/status/877568087385440256"", ""https://twitter.com/SenJeffMerkley/status/877542859121053696"", ""https://twitter.com/SenJeffMerkley/status/877315834988945409"", ""https://twitter.com/SenJeffMerkley/status/877299471117430785"", ""https://twitter.com/SenJeffMerkley/status/877272423665733632"", ""https://twitter.com/SenJeffMerkley/status/877271896622026752"", ""https://twitter.com/SenJeffMerkley/status/877271324409901057"", ""https://twitter.com/SenJeffMerkley/status/877270869856354306"", ""https://twitter.com/SenJeffMerkley/status/877270338354204673"", ""https://twitter.com/SenJeffMerkley/status/877269208517791747"", ""https://twitter.com/SenJeffMerkley/status/877268113242435585"", ""https://twitter.com/SenJeffMerkley/status/877262879266877440"", ""https://twitter.com/SenJeffMerkley/status/877260597821362177"", ""https://twitter.com/SenJeffMerkley/status/877235018493566978"", ""https://twitter.com/SenJeffMerkley/status/877197819043557376"", ""https://twitter.com/SenJeffMerkley/status/877196017753575424"", ""https://twitter.com/SenJeffMerkley/status/877184767132913664"", ""https://twitter.com/SenJeffMerkley/status/877184727609901057"", ""https://twitter.com/SenJeffMerkley/status/877179318526504960"", ""https://twitter.com/SenJeffMerkley/status/877004116563832832"", ""https://twitter.com/SenJeffMerkley/status/876977265904672769"", ""https://twitter.com/SenJeffMerkley/status/876976552977858561"", ""https://twitter.com/SenJeffMerkley/status/876974701817540609"", ""https://twitter.com/SenJeffMerkley/status/876973909903638530"", ""https://twitter.com/SenJeffMerkley/status/876971423457300480"", ""https://twitter.com/SenJeffMerkley/status/876970312595853312"", ""https://twitter.com/SenJeffMerkley/status/876969518760943617"", ""https://twitter.com/SenJeffMerkley/status/876957927197855744"", ""https://twitter.com/SenJeffMerkley/status/876957172487393280"", ""https://twitter.com/SenJeffMerkley/status/876955832667308033"", ""https://twitter.com/SenJeffMerkley/status/876941922245521409"", ""https://twitter.com/SenJeffMerkley/status/876937331739119616"", ""https://twitter.com/SenJeffMerkley/status/876920777521549312"", ""https://twitter.com/SenJeffMerkley/status/876879484330414081"", ""https://twitter.com/SenJeffMerkley/status/876819870033346562"", ""https://twitter.com/SenJeffMerkley/status/876574702784962562"", ""https://twitter.com/SenJeffMerkley/status/876151027640262657"", ""https://twitter.com/SenJeffMerkley/status/876149055822458881"", ""https://twitter.com/SenJeffMerkley/status/876144154182602753"", ""https://twitter.com/SenJeffMerkley/status/875841809175515136"", ""https://twitter.com/SenJeffMerkley/status/875810591780339712"", ""https://twitter.com/SenJeffMerkley/status/875800765109075969"", ""https://twitter.com/SenJeffMerkley/status/875799460298838016"", ""https://twitter.com/SenJeffMerkley/status/875790820707897348"", ""https://twitter.com/SenJeffMerkley/status/875790206242361344"", ""https://twitter.com/SenJeffMerkley/status/875770026611048448"", ""https://twitter.com/SenJeffMerkley/status/875767880133902338"", ""https://twitter.com/SenJeffMerkley/status/875767331728883712"", ""https://twitter.com/SenJeffMerkley/status/875467520341409793"", ""https://twitter.com/SenJeffMerkley/status/875444733220450306"", ""https://twitter.com/SenJeffMerkley/status/875443962525491205"", ""https://twitter.com/SenJeffMerkley/status/875437132873056256"", ""https://twitter.com/SenJeffMerkley/status/875434340120965120"", ""https://twitter.com/SenJeffMerkley/status/875412058619203585"", ""https://twitter.com/SenJeffMerkley/status/875406458434838528"", ""https://twitter.com/SenJeffMerkley/status/875364324155555840"", ""https://twitter.com/SenJeffMerkley/status/875363257749524481""]",[]
"Joe Manchin, III",Sen_JoeManchin,"",12,0,0.0,0,0.0,0.0,[],[]
Bill Nelson,SenBillNelson,"",1,0,0.0,0,0.0,0.0,[],[]
Gary C. Peters,SenGaryPeters,Peters4Michigan,23,10,43.48,2,8.7,5.0,"[""https://twitter.com/SenGaryPeters/status/877945392146415618"", ""https://twitter.com/SenGaryPeters/status/877875089869557760"", ""https://twitter.com/SenGaryPeters/status/877602635859218433"", ""https://twitter.com/SenGaryPeters/status/877287641179463680"", ""https://twitter.com/SenGaryPeters/status/876907650734329856"", ""https://twitter.com/SenGaryPeters/status/876896452634697728"", ""https://twitter.com/SenGaryPeters/status/875799348772261888"", ""https://twitter.com/SenGaryPeters/status/875762032280252419"", ""https://twitter.com/Peters4Michigan/status/877233223461371905"", ""https://twitter.com/Peters4Michigan/status/875463683320590336""]","[""https://twitter.com/SenGaryPeters/status/877227007649734656"", ""https://twitter.com/SenGaryPeters/status/875464686052884480""]"
Jack Reed,SenJackReed,"",23,8,34.78,0,0.0,0.0,"[""https://twitter.com/SenJackReed/status/877920763650732032"", ""https://twitter.com/SenJackReed/status/877607553030656004"", ""https://twitter.com/SenJackReed/status/877589182008381440"", ""https://twitter.com/SenJackReed/status/877577395427037188"", ""https://twitter.com/SenJackReed/status/876186475511074816"", ""https://twitter.com/SenJackReed/status/875840578818379776"", ""https://twitter.com/SenJackReed/status/875722499438383107"", ""https://twitter.com/SenJackReed/status/875442275622375426""]",[]
Charles E. Schumer,SenSchumer,chuckschumer,45,28,62.22,0,0.0,0.0,"[""https://twitter.com/SenSchumer/status/877944074317291521"", ""https://twitter.com/SenSchumer/status/877940063539261440"", ""https://twitter.com/SenSchumer/status/877939980781240320"", ""https://twitter.com/SenSchumer/status/877939830059130881"", ""https://twitter.com/SenSchumer/status/877937962536886272"", ""https://twitter.com/SenSchumer/status/877933149703077888"", ""https://twitter.com/SenSchumer/status/877932795007512576"", ""https://twitter.com/SenSchumer/status/877931867554578432"", ""https://twitter.com/SenSchumer/status/877929705294319617"", ""https://twitter.com/SenSchumer/status/877909624338305025"", ""https://twitter.com/SenSchumer/status/877908013675417603"", ""https://twitter.com/SenSchumer/status/877907886432768001"", ""https://twitter.com/SenSchumer/status/877907504318922752"", ""https://twitter.com/SenSchumer/status/877907040647000065"", ""https://twitter.com/SenSchumer/status/877540305637179394"", ""https://twitter.com/SenSchumer/status/877324064775327747"", ""https://twitter.com/SenSchumer/status/877320878576484353"", ""https://twitter.com/SenSchumer/status/877309249533161472"", ""https://twitter.com/SenSchumer/status/877197530743922688"", ""https://twitter.com/SenSchumer/status/877177668290174977"", ""https://twitter.com/SenSchumer/status/877177369768939521"", ""https://twitter.com/SenSchumer/status/877177242551541761"", ""https://twitter.com/SenSchumer/status/876932078239133697"", ""https://twitter.com/SenSchumer/status/876923094585274368"", ""https://twitter.com/SenSchumer/status/876919823107637249"", ""https://twitter.com/SenSchumer/status/875410985410072576"", ""https://twitter.com/SenSchumer/status/875410808825663490"", ""https://twitter.com/SenSchumer/status/875370888488734721""]",[]
Debbie Stabenow,SenStabenow,stabenow,58,35,60.34,0,0.0,0.0,"[""https://twitter.com/SenStabenow/status/877964086981517312"", ""https://twitter.com/SenStabenow/status/877964029498724353"", ""https://twitter.com/SenStabenow/status/877956377041416193"", ""https://twitter.com/SenStabenow/status/877956220006547456"", ""https://twitter.com/SenStabenow/status/877929368500060160"", ""https://twitter.com/SenStabenow/status/877929305963155456"", ""https://twitter.com/SenStabenow/status/877623596138414080"", ""https://twitter.com/SenStabenow/status/877620349495652352"", ""https://twitter.com/SenStabenow/status/877618201332400128"", ""https://twitter.com/SenStabenow/status/877616884971130880"", ""https://twitter.com/SenStabenow/status/877598096649269249"", ""https://twitter.com/SenStabenow/status/877597784412528640"", ""https://twitter.com/SenStabenow/status/877597002925789184"", ""https://twitter.com/SenStabenow/status/877581020668743680"", ""https://twitter.com/SenStabenow/status/877579370180866048"", ""https://twitter.com/SenStabenow/status/877579334000689152"", ""https://twitter.com/SenStabenow/status/877553067880796164"", ""https://twitter.com/SenStabenow/status/877550983701831681"", ""https://twitter.com/SenStabenow/status/877550907835199488"", ""https://twitter.com/SenStabenow/status/877550821990387712"", ""https://twitter.com/SenStabenow/status/877550776142483456"", ""https://twitter.com/SenStabenow/status/877550717787140096"", ""https://twitter.com/SenStabenow/status/877550674866839553"", ""https://twitter.com/SenStabenow/status/877550633271918592"", ""https://twitter.com/SenStabenow/status/877270926865334278"", ""https://twitter.com/SenStabenow/status/876948439191494656"", ""https://twitter.com/SenStabenow/status/876948335818682369"", ""https://twitter.com/SenStabenow/status/876948238028468224"", ""https://twitter.com/SenStabenow/status/876948032004251649"", ""https://twitter.com/SenStabenow/status/876947802886156292"", ""https://twitter.com/SenStabenow/status/876947663073267719"", ""https://twitter.com/SenStabenow/status/876938906142486528"", ""https://twitter.com/SenStabenow/status/876924259867795461"", ""https://twitter.com/SenStabenow/status/875748456165453824"", ""https://twitter.com/SenStabenow/status/875721677950332929""]",[]
Jeanne Shaheen,SenatorShaheen,JeanneShaheen,39,27,69.23,1,2.56,27.0,"[""https://twitter.com/SenatorShaheen/status/877914901208997889"", ""https://twitter.com/SenatorShaheen/status/877895501424640000"", ""https://twitter.com/SenatorShaheen/status/877656501002752000"", ""https://twitter.com/SenatorShaheen/status/877566447114792961"", ""https://twitter.com/SenatorShaheen/status/877556740937723904"", ""https://twitter.com/SenatorShaheen/status/877548316128681984"", ""https://twitter.com/SenatorShaheen/status/877279357567414274"", ""https://twitter.com/SenatorShaheen/status/877279285475774464"", ""https://twitter.com/SenatorShaheen/status/877279185152114688"", ""https://twitter.com/SenatorShaheen/status/877279085365530624"", ""https://twitter.com/SenatorShaheen/status/877278991400538116"", ""https://twitter.com/SenatorShaheen/status/877278766325694464"", ""https://twitter.com/SenatorShaheen/status/877278466902822912"", ""https://twitter.com/SenatorShaheen/status/877278335226843136"", ""https://twitter.com/SenatorShaheen/status/877278218482585607"", ""https://twitter.com/SenatorShaheen/status/877252983129550850"", ""https://twitter.com/SenatorShaheen/status/877191329482240002"", ""https://twitter.com/SenatorShaheen/status/877165867934646273"", ""https://twitter.com/SenatorShaheen/status/876889721892372480"", ""https://twitter.com/SenatorShaheen/status/876870866382069760"", ""https://twitter.com/SenatorShaheen/status/876827741961715712"", ""https://twitter.com/SenatorShaheen/status/875805437995741184"", ""https://twitter.com/SenatorShaheen/status/875751078192721920"", ""https://twitter.com/SenatorShaheen/status/875742092164837377"", ""https://twitter.com/SenatorShaheen/status/875447258015121408"", ""https://twitter.com/SenatorShaheen/status/875430583714926593"", ""https://twitter.com/SenatorShaheen/status/875343291780390912""]","[""https://twitter.com/SenatorShaheen/status/877177512262074369""]"
Brian Schatz,SenBrianSchatz,brianschatz,99,53,53.54,5,5.05,10.6,"[""https://twitter.com/SenBrianSchatz/status/877301104194859009"", ""https://twitter.com/brianschatz/status/877952171777679360"", ""https://twitter.com/brianschatz/status/877910297402646528"", ""https://twitter.com/brianschatz/status/877908675574116352"", ""https://twitter.com/brianschatz/status/877907653724434432"", ""https://twitter.com/brianschatz/status/877894464521461760"", ""https://twitter.com/brianschatz/status/877881670480744449"", ""https://twitter.com/brianschatz/status/877880590854348800"", ""https://twitter.com/brianschatz/status/877857556785491969"", ""https://twitter.com/brianschatz/status/877846322321260544"", ""https://twitter.com/brianschatz/status/877708531390177282"", ""https://twitter.com/brianschatz/status/877692980232146945"", ""https://twitter.com/brianschatz/status/877672487840100352"", ""https://twitter.com/brianschatz/status/877670199197134851"", ""https://twitter.com/brianschatz/status/877540007594127363"", ""https://twitter.com/brianschatz/status/877537349386854403"", ""https://twitter.com/brianschatz/status/877518566291103744"", ""https://twitter.com/brianschatz/status/877488635561562113"", ""https://twitter.com/brianschatz/status/877220088327409664"", ""https://twitter.com/brianschatz/status/877216837955702784"", ""https://twitter.com/brianschatz/status/877208474324799488"", ""https://twitter.com/brianschatz/status/877208412785922049"", ""https://twitter.com/brianschatz/status/877207749498740738"", ""https://twitter.com/brianschatz/status/877190875427811328"", ""https://twitter.com/brianschatz/status/877189982993121281"", ""https://twitter.com/brianschatz/status/877169750014558208"", ""https://twitter.com/brianschatz/status/877166470781964288"", ""https://twitter.com/brianschatz/status/877155066804936706"", ""https://twitter.com/brianschatz/status/877010403263479810"", ""https://twitter.com/brianschatz/status/877008960116719616"", ""https://twitter.com/brianschatz/status/877004431631495170"", ""https://twitter.com/brianschatz/status/876993911918653441"", ""https://twitter.com/brianschatz/status/876975306405539840"", ""https://twitter.com/brianschatz/status/876950598624653312"", ""https://twitter.com/brianschatz/status/876945020158455808"", ""https://twitter.com/brianschatz/status/876928742416941056"", ""https://twitter.com/brianschatz/status/876911959836434432"", ""https://twitter.com/brianschatz/status/876825259017723904"", ""https://twitter.com/brianschatz/status/876783450077880320"", ""https://twitter.com/brianschatz/status/876604519827820546"", ""https://twitter.com/brianschatz/status/876504625565794307"", ""https://twitter.com/brianschatz/status/876427457267720193"", ""https://twitter.com/brianschatz/status/876281012694777860"", ""https://twitter.com/brianschatz/status/876178097011347457"", ""https://twitter.com/brianschatz/status/876118837418233856"", ""https://twitter.com/brianschatz/status/875720770223304708"", ""https://twitter.com/brianschatz/status/875699086460162048"", ""https://twitter.com/brianschatz/status/875698544870658050"", ""https://twitter.com/brianschatz/status/875675666808807424"", ""https://twitter.com/brianschatz/status/875453883975434242"", ""https://twitter.com/brianschatz/status/875438158086909952"", ""https://twitter.com/brianschatz/status/875429126458486784"", ""https://twitter.com/brianschatz/status/875409763017928704""]","[""https://twitter.com/brianschatz/status/876426597863174145"", ""https://twitter.com/brianschatz/status/875726910357110784"", ""https://twitter.com/brianschatz/status/875726879008968704"", ""https://twitter.com/brianschatz/status/875726564155150337"", ""https://twitter.com/brianschatz/status/875706461959184385""]"
